"Org.Code","Org.Name","Service.Type","RCI","Index_Type"
"RBK","WALSALL HEALTHCARE NHS TRUST","Other.Acute",152.18,"Episode_MFF_adjusted"
"RBL","WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST","Other.Acute",115.77,"Episode_MFF_adjusted"
"RBN","ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST","Other.Acute",83.44,"Episode_MFF_adjusted"
"RBS","ALDER HEY CHILDREN'S NHS FOUNDATION TRUST","Other.Acute",83.85,"Episode_MFF_adjusted"
"RBT","MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST","Other.Acute",91.37,"Episode_MFF_adjusted"
"RBZ","NORTHERN DEVON HEALTHCARE NHS TRUST","Other.Acute",69.68,"Episode_MFF_adjusted"
"RC1","BEDFORD HOSPITAL NHS TRUST","Other.Acute",162.7,"Episode_MFF_adjusted"
"RC9","LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","Other.Acute",114.52,"Episode_MFF_adjusted"
"RCB","YORK TEACHING HOSPITAL NHS FOUNDATION TRUST","Other.Acute",115.16,"Episode_MFF_adjusted"
"RCD","HARROGATE AND DISTRICT NHS FOUNDATION TRUST","Other.Acute",88.11,"Episode_MFF_adjusted"
"RCF","AIREDALE NHS FOUNDATION TRUST","Other.Acute",108.82,"Episode_MFF_adjusted"
"RCU","SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST","Other.Acute",101.17,"Episode_MFF_adjusted"
"RCX","THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST","Other.Acute",98.14,"Episode_MFF_adjusted"
"RD1","ROYAL UNITED HOSPITAL BATH NHS TRUST","Other.Acute",92.88,"Episode_MFF_adjusted"
"RD3","POOLE HOSPITAL NHS FOUNDATION TRUST","Other.Acute",80.4,"Episode_MFF_adjusted"
"RD8","MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST","Other.Acute",71.06,"Episode_MFF_adjusted"
"RDD","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Other.Acute",101.61,"Episode_MFF_adjusted"
"RDE","COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST","Other.Acute",97.92,"Episode_MFF_adjusted"
"RDU","FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST","Other.Acute",129.8,"Episode_MFF_adjusted"
"RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Other.Acute",95.99,"Episode_MFF_adjusted"
"RDZ","THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST","Other.Acute",62.3,"Episode_MFF_adjusted"
"RE9","SOUTH TYNESIDE NHS FOUNDATION TRUST","Other.Acute",101.27,"Episode_MFF_adjusted"
"REF","ROYAL CORNWALL HOSPITALS NHS TRUST","Other.Acute",100.46,"Episode_MFF_adjusted"
"REM","AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","Other.Acute",109.3,"Episode_MFF_adjusted"
"REN","THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST","Other.Acute",547.61,"Episode_MFF_adjusted"
"REP","LIVERPOOL WOMEN'S NHS FOUNDATION TRUST","Other.Acute",100,"Episode_MFF_adjusted"
"RF4","BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST","Other.Acute",79.72,"Episode_MFF_adjusted"
"RFF","BARNSLEY HOSPITAL NHS FOUNDATION TRUST","Other.Acute",74.64,"Episode_MFF_adjusted"
"RFR","THE ROTHERHAM NHS FOUNDATION TRUST","Other.Acute",112.27,"Episode_MFF_adjusted"
"RFS","CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST","Other.Acute",97.17,"Episode_MFF_adjusted"
"RGN","PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST","Other.Acute",127.23,"Episode_MFF_adjusted"
"RGP","JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Other.Acute",93.08,"Episode_MFF_adjusted"
"RGQ","IPSWICH HOSPITAL NHS TRUST","Other.Acute",102.74,"Episode_MFF_adjusted"
"RGR","WEST SUFFOLK NHS FOUNDATION TRUST","Other.Acute",138.5,"Episode_MFF_adjusted"
"RGT","CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Other.Acute",187.53,"Episode_MFF_adjusted"
"RH5","SOMERSET PARTNERSHIP NHS FOUNDATION TRUST","Other.Acute",84.05,"Episode_MFF_adjusted"
"RH8","ROYAL DEVON AND EXETER NHS FOUNDATION TRUST","Other.Acute",105.94,"Episode_MFF_adjusted"
"RHA","NOTTINGHAMSHIRE HEALTHCARE NHS TRUST","Other.Acute",125.02,"Episode_MFF_adjusted"
"RHM","UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST","Other.Acute",73.22,"Episode_MFF_adjusted"
"RHQ","SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST","Other.Acute",98.21,"Episode_MFF_adjusted"
"RHU","PORTSMOUTH HOSPITALS NHS TRUST","Other.Acute",85.6,"Episode_MFF_adjusted"
"RHW","ROYAL BERKSHIRE NHS FOUNDATION TRUST","Other.Acute",113.25,"Episode_MFF_adjusted"
"RJ1","GUY'S AND ST THOMAS' NHS FOUNDATION TRUST","Other.Acute",100.34,"Episode_MFF_adjusted"
"RJ2","LEWISHAM AND GREENWICH NHS TRUST","Other.Acute",97.96,"Episode_MFF_adjusted"
"RJ6","CROYDON HEALTH SERVICES NHS TRUST","Other.Acute",111.58,"Episode_MFF_adjusted"
"RJ7","ST GEORGE'S HEALTHCARE NHS TRUST","Other.Acute",125.97,"Episode_MFF_adjusted"
"RJC","SOUTH WARWICKSHIRE NHS FOUNDATION TRUST","Other.Acute",67.29,"Episode_MFF_adjusted"
"RJE","UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST","Other.Acute",126.98,"Episode_MFF_adjusted"
"RJF","BURTON HOSPITALS NHS FOUNDATION TRUST","Other.Acute",109.03,"Episode_MFF_adjusted"
"RJL","NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST","Other.Acute",75.79,"Episode_MFF_adjusted"
"RJN","EAST CHESHIRE NHS TRUST","Other.Acute",136.52,"Episode_MFF_adjusted"
"RJR","COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST","Other.Acute",150.19,"Episode_MFF_adjusted"
"RJZ","KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST","Other.Acute",84.95,"Episode_MFF_adjusted"
"RK5","SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST","Other.Acute",140.87,"Episode_MFF_adjusted"
"RK9","PLYMOUTH HOSPITALS NHS TRUST","Other.Acute",85.04,"Episode_MFF_adjusted"
"RKB","UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST","Other.Acute",91.83,"Episode_MFF_adjusted"
"RKE","THE WHITTINGTON HOSPITAL NHS TRUST","Other.Acute",134.91,"Episode_MFF_adjusted"
"RL1","THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST","Other.Acute",137.56,"Episode_MFF_adjusted"
"RL4","THE ROYAL WOLVERHAMPTON NHS TRUST","Other.Acute",97.53,"Episode_MFF_adjusted"
"RLN","CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST","Other.Acute",98.81,"Episode_MFF_adjusted"
"RLQ","WYE VALLEY NHS TRUST","Other.Acute",83.99,"Episode_MFF_adjusted"
"RLT","GEORGE ELIOT HOSPITAL NHS TRUST","Other.Acute",124.12,"Episode_MFF_adjusted"
"RLU","BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST","Other.Acute",106301.36,"Episode_MFF_adjusted"
"RM1","NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Other.Acute",98.78,"Episode_MFF_adjusted"
"RM2","UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST","Other.Acute",100.32,"Episode_MFF_adjusted"
"RM3","SALFORD ROYAL NHS FOUNDATION TRUST","Other.Acute",93.58,"Episode_MFF_adjusted"
"RMC","BOLTON NHS FOUNDATION TRUST","Other.Acute",106.85,"Episode_MFF_adjusted"
"RMP","TAMESIDE HOSPITAL NHS FOUNDATION TRUST","Other.Acute",73.81,"Episode_MFF_adjusted"
"RN3","GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST","Other.Acute",136.02,"Episode_MFF_adjusted"
"RN5","HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST","Other.Acute",101.62,"Episode_MFF_adjusted"
"RN7","DARTFORD AND GRAVESHAM NHS TRUST","Other.Acute",119.67,"Episode_MFF_adjusted"
"RNA","THE DUDLEY GROUP NHS FOUNDATION TRUST","Other.Acute",100.5,"Episode_MFF_adjusted"
"RNL","NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST","Other.Acute",77.68,"Episode_MFF_adjusted"
"RNN","CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST","Other.Acute",108.65,"Episode_MFF_adjusted"
"RNQ","KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST","Other.Acute",80.17,"Episode_MFF_adjusted"
"RNS","NORTHAMPTON GENERAL HOSPITAL NHS TRUST","Other.Acute",77.56,"Episode_MFF_adjusted"
"RNZ","SALISBURY NHS FOUNDATION TRUST","Other.Acute",77.94,"Episode_MFF_adjusted"
"RP1","NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST","Other.Acute",130.05,"Episode_MFF_adjusted"
"RP4","GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST","Other.Acute",151.52,"Episode_MFF_adjusted"
"RP5","DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST","Other.Acute",85,"Episode_MFF_adjusted"
"RPA","MEDWAY NHS FOUNDATION TRUST","Other.Acute",122.08,"Episode_MFF_adjusted"
"RPC","QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST","Other.Acute",90.71,"Episode_MFF_adjusted"
"RPY","THE ROYAL MARSDEN NHS FOUNDATION TRUST","Other.Acute",100.13,"Episode_MFF_adjusted"
"RQ3","BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST","Other.Acute",81.08,"Episode_MFF_adjusted"
"RQ6","ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST","Other.Acute",102.18,"Episode_MFF_adjusted"
"RQ8","MID ESSEX HOSPITAL SERVICES NHS TRUST","Other.Acute",119.99,"Episode_MFF_adjusted"
"RQM","CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST","Other.Acute",109.3,"Episode_MFF_adjusted"
"RQQ","HINCHINGBROOKE HEALTH CARE NHS TRUST","Other.Acute",97.14,"Episode_MFF_adjusted"
"RQW","THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST","Other.Acute",115.74,"Episode_MFF_adjusted"
"RQX","HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","Other.Acute",105.3,"Episode_MFF_adjusted"
"RR1","HEART OF ENGLAND NHS FOUNDATION TRUST","Other.Acute",84.82,"Episode_MFF_adjusted"
"RR7","GATESHEAD HEALTH NHS FOUNDATION TRUST","Other.Acute",89.68,"Episode_MFF_adjusted"
"RR8","LEEDS TEACHING HOSPITALS NHS TRUST","Other.Acute",121.8,"Episode_MFF_adjusted"
"RRF","WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST","Other.Acute",73.86,"Episode_MFF_adjusted"
"RRJ","THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST","Other.Acute",162.93,"Episode_MFF_adjusted"
"RRK","UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST","Other.Acute",101.25,"Episode_MFF_adjusted"
"RRV","UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST","Other.Acute",143.73,"Episode_MFF_adjusted"
"RT1","CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST","Other.Acute",118.57,"Episode_MFF_adjusted"
"RT2","PENNINE CARE NHS FOUNDATION TRUST","Other.Acute",218.23,"Episode_MFF_adjusted"
"RT3","ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST","Other.Acute",100.29,"Episode_MFF_adjusted"
"RTD","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","Other.Acute",98.48,"Episode_MFF_adjusted"
"RTE","GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST","Other.Acute",81.39,"Episode_MFF_adjusted"
"RTF","NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST","Other.Acute",131.91,"Episode_MFF_adjusted"
"RTG","DERBY HOSPITALS NHS FOUNDATION TRUST","Other.Acute",83.62,"Episode_MFF_adjusted"
"RTH","OXFORD UNIVERSITY HOSPITALS NHS TRUST","Other.Acute",99.55,"Episode_MFF_adjusted"
"RTK","ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST","Other.Acute",76.43,"Episode_MFF_adjusted"
"RTP","SURREY AND SUSSEX HEALTHCARE NHS TRUST","Other.Acute",78.64,"Episode_MFF_adjusted"
"RTR","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","Other.Acute",116.66,"Episode_MFF_adjusted"
"RTV","5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST","Other.Acute",157.34,"Episode_MFF_adjusted"
"RTX","UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST","Other.Acute",95.18,"Episode_MFF_adjusted"
"RVJ","NORTH BRISTOL NHS TRUST","Other.Acute",94.96,"Episode_MFF_adjusted"
"RVR","EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST","Other.Acute",109.88,"Episode_MFF_adjusted"
"RVV","EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST","Other.Acute",101.7,"Episode_MFF_adjusted"
"RVW","NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST","Other.Acute",129.1,"Episode_MFF_adjusted"
"RVY","SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST","Other.Acute",111.13,"Episode_MFF_adjusted"
"RW1","SOUTHERN HEALTH NHS FOUNDATION TRUST","Other.Acute",116.2,"Episode_MFF_adjusted"
"RW3","CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Other.Acute",112.14,"Episode_MFF_adjusted"
"RW5","LANCASHIRE CARE NHS FOUNDATION TRUST","Other.Acute",40.81,"Episode_MFF_adjusted"
"RW6","PENNINE ACUTE HOSPITALS NHS TRUST","Other.Acute",75.69,"Episode_MFF_adjusted"
"RWA","HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST","Other.Acute",57.71,"Episode_MFF_adjusted"
"RWD","UNITED LINCOLNSHIRE HOSPITALS NHS TRUST","Other.Acute",107.95,"Episode_MFF_adjusted"
"RWE","UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","Other.Acute",96.34,"Episode_MFF_adjusted"
"RWF","MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST","Other.Acute",99.05,"Episode_MFF_adjusted"
"RWG","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Other.Acute",103.55,"Episode_MFF_adjusted"
"RWH","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Other.Acute",116.82,"Episode_MFF_adjusted"
"RWJ","STOCKPORT NHS FOUNDATION TRUST","Other.Acute",138.63,"Episode_MFF_adjusted"
"RWK","EAST LONDON NHS FOUNDATION TRUST","Other.Acute",101,"Episode_MFF_adjusted"
"RWP","WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST","Other.Acute",112.58,"Episode_MFF_adjusted"
"RWW","WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST","Other.Acute",89.04,"Episode_MFF_adjusted"
"RWX","BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST","Other.Acute",148.53,"Episode_MFF_adjusted"
"RWY","CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST","Other.Acute",157.05,"Episode_MFF_adjusted"
"RX1","NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST","Other.Acute",121.84,"Episode_MFF_adjusted"
"RXC","EAST SUSSEX HEALTHCARE NHS TRUST","Other.Acute",131.81,"Episode_MFF_adjusted"
"RXF","MID YORKSHIRE HOSPITALS NHS TRUST","Other.Acute",81.76,"Episode_MFF_adjusted"
"RXH","BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST","Other.Acute",94.43,"Episode_MFF_adjusted"
"RXK","SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST","Other.Acute",126.11,"Episode_MFF_adjusted"
"RXL","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","Other.Acute",119.16,"Episode_MFF_adjusted"
"RXN","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","Other.Acute",102.99,"Episode_MFF_adjusted"
"RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST","Other.Acute",75.98,"Episode_MFF_adjusted"
"RXQ","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST","Other.Acute",69.34,"Episode_MFF_adjusted"
"RXR","EAST LANCASHIRE HOSPITALS NHS TRUST","Other.Acute",105.38,"Episode_MFF_adjusted"
"RXW","SHREWSBURY AND TELFORD HOSPITAL NHS TRUST","Other.Acute",89.91,"Episode_MFF_adjusted"
"RY1","LIVERPOOL COMMUNITY HEALTH NHS TRUST","Other.Acute",52.32,"Episode_MFF_adjusted"
"RY3","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","Other.Acute",145.55,"Episode_MFF_adjusted"
"RY4","HERTFORDSHIRE COMMUNITY NHS TRUST","Other.Acute",132.47,"Episode_MFF_adjusted"
"RY7","WIRRAL COMMUNITY NHS TRUST","Other.Acute",108.95,"Episode_MFF_adjusted"
"RY8","DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST","Other.Acute",120.18,"Episode_MFF_adjusted"
"RY9","HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST","Other.Acute",190.72,"Episode_MFF_adjusted"
"RYG","COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST","Other.Acute",1149.67,"Episode_MFF_adjusted"
"RYJ","IMPERIAL COLLEGE HEALTHCARE NHS TRUST","Other.Acute",101.22,"Episode_MFF_adjusted"
"RYR","WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST","Other.Acute",92.64,"Episode_MFF_adjusted"
"RYV","CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST","Other.Acute",414.03,"Episode_MFF_adjusted"
"RYX","CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST","Other.Acute",182.68,"Episode_MFF_adjusted"
"RYY","KENT COMMUNITY HEALTH NHS TRUST","Other.Acute",121.29,"Episode_MFF_adjusted"
"R1A","WORCESTERSHIRE HEALTH AND CARE NHS TRUST","CHS",102.98,"Episode_MFF_adjusted"
"R1C","SOLENT NHS TRUST","CHS",149.3,"Episode_MFF_adjusted"
"R1D","SHROPSHIRE COMMUNITY HEALTH NHS TRUST","CHS",106.66,"Episode_MFF_adjusted"
"R1E","STAFFORDSHIRE AND STOKE ON TRENT PARTNERSHIP NHS TRUST","CHS",118.78,"Episode_MFF_adjusted"
"R1F","ISLE OF WIGHT NHS TRUST","CHS",71.84,"Episode_MFF_adjusted"
"R1H","BARTS HEALTH NHS TRUST","CHS",92.82,"Episode_MFF_adjusted"
"R1J","GLOUCESTERSHIRE CARE SERVICES NHS TRUST","CHS",93.58,"Episode_MFF_adjusted"
"R1K","THE LONDON NORTH WEST HEALTHCARE NHS TRUST ","CHS",122.05,"Episode_MFF_adjusted"
"RA2","ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST","CHS",36.23,"Episode_MFF_adjusted"
"RA3","WESTON AREA HEALTH NHS TRUST","CHS",114.45,"Episode_MFF_adjusted"
"RA4","YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST","CHS",109.05,"Episode_MFF_adjusted"
"RA7","UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST","CHS",68.44,"Episode_MFF_adjusted"
"RA9","TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST ","CHS",124.95,"Episode_MFF_adjusted"
"RAE","BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST","CHS",180.31,"Episode_MFF_adjusted"
"RAJ","SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","CHS",82.07,"Episode_MFF_adjusted"
"RAL","ROYAL FREE LONDON NHS FOUNDATION TRUST","CHS",142.27,"Episode_MFF_adjusted"
"RAP","NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST","CHS",150.77,"Episode_MFF_adjusted"
"RAS","THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST","CHS",89.17,"Episode_MFF_adjusted"
"RAT","NORTH EAST LONDON NHS FOUNDATION TRUST","CHS",113.65,"Episode_MFF_adjusted"
"RAX","KINGSTON HOSPITAL NHS FOUNDATION TRUST","CHS",81.39,"Episode_MFF_adjusted"
"RBA","TAUNTON AND SOMERSET NHS FOUNDATION TRUST","CHS",91.82,"Episode_MFF_adjusted"
"RBD","DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST","CHS",85.76,"Episode_MFF_adjusted"
"RBK","WALSALL HEALTHCARE NHS TRUST","CHS",92.13,"Episode_MFF_adjusted"
"RBL","WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST","CHS",92.99,"Episode_MFF_adjusted"
"RBN","ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST","CHS",87.62,"Episode_MFF_adjusted"
"RBS","ALDER HEY CHILDREN'S NHS FOUNDATION TRUST","CHS",82.36,"Episode_MFF_adjusted"
"RBT","MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST","CHS",68.58,"Episode_MFF_adjusted"
"RBZ","NORTHERN DEVON HEALTHCARE NHS TRUST","CHS",152.44,"Episode_MFF_adjusted"
"RC1","BEDFORD HOSPITAL NHS TRUST","CHS",98.61,"Episode_MFF_adjusted"
"RC9","LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","CHS",88.71,"Episode_MFF_adjusted"
"RCB","YORK TEACHING HOSPITAL NHS FOUNDATION TRUST","CHS",91.11,"Episode_MFF_adjusted"
"RCD","HARROGATE AND DISTRICT NHS FOUNDATION TRUST","CHS",99.81,"Episode_MFF_adjusted"
"RCF","AIREDALE NHS FOUNDATION TRUST","CHS",103.96,"Episode_MFF_adjusted"
"RCU","SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST","CHS",107.74,"Episode_MFF_adjusted"
"RCX","THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST","CHS",109.49,"Episode_MFF_adjusted"
"RD1","ROYAL UNITED HOSPITAL BATH NHS TRUST","CHS",105.45,"Episode_MFF_adjusted"
"RD3","POOLE HOSPITAL NHS FOUNDATION TRUST","CHS",89.35,"Episode_MFF_adjusted"
"RD8","MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST","CHS",106.62,"Episode_MFF_adjusted"
"RDD","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","CHS",173.67,"Episode_MFF_adjusted"
"RDE","COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST","CHS",124.51,"Episode_MFF_adjusted"
"RDR","SUSSEX COMMUNITY NHS TRUST","CHS",103.97,"Episode_MFF_adjusted"
"RDU","FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST","CHS",90.72,"Episode_MFF_adjusted"
"RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","CHS",99.41,"Episode_MFF_adjusted"
"RDZ","THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST","CHS",90.66,"Episode_MFF_adjusted"
"RE9","SOUTH TYNESIDE NHS FOUNDATION TRUST","CHS",101.07,"Episode_MFF_adjusted"
"REF","ROYAL CORNWALL HOSPITALS NHS TRUST","CHS",102.26,"Episode_MFF_adjusted"
"REM","AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","CHS",100.01,"Episode_MFF_adjusted"
"REP","LIVERPOOL WOMEN'S NHS FOUNDATION TRUST","CHS",139.45,"Episode_MFF_adjusted"
"RF4","BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST","CHS",88.61,"Episode_MFF_adjusted"
"RFF","BARNSLEY HOSPITAL NHS FOUNDATION TRUST","CHS",97.94,"Episode_MFF_adjusted"
"RFR","THE ROTHERHAM NHS FOUNDATION TRUST","CHS",87.64,"Episode_MFF_adjusted"
"RFS","CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST","CHS",102.9,"Episode_MFF_adjusted"
"RGN","PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST","CHS",114.24,"Episode_MFF_adjusted"
"RGP","JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","CHS",80.2,"Episode_MFF_adjusted"
"RGQ","IPSWICH HOSPITAL NHS TRUST","CHS",98.98,"Episode_MFF_adjusted"
"RGR","WEST SUFFOLK NHS FOUNDATION TRUST","CHS",53.92,"Episode_MFF_adjusted"
"RGT","CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","CHS",150.26,"Episode_MFF_adjusted"
"RH5","SOMERSET PARTNERSHIP NHS FOUNDATION TRUST","CHS",115.02,"Episode_MFF_adjusted"
"RH8","ROYAL DEVON AND EXETER NHS FOUNDATION TRUST","CHS",124.79,"Episode_MFF_adjusted"
"RHA","NOTTINGHAMSHIRE HEALTHCARE NHS TRUST","CHS",106.86,"Episode_MFF_adjusted"
"RHM","UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST","CHS",102.52,"Episode_MFF_adjusted"
"RHQ","SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST","CHS",95.56,"Episode_MFF_adjusted"
"RHU","PORTSMOUTH HOSPITALS NHS TRUST","CHS",82.69,"Episode_MFF_adjusted"
"RHW","ROYAL BERKSHIRE NHS FOUNDATION TRUST","CHS",169.06,"Episode_MFF_adjusted"
"RJ1","GUY'S AND ST THOMAS' NHS FOUNDATION TRUST","CHS",114.67,"Episode_MFF_adjusted"
"RJ2","LEWISHAM AND GREENWICH NHS TRUST","CHS",105.22,"Episode_MFF_adjusted"
"RJ6","CROYDON HEALTH SERVICES NHS TRUST","CHS",107.34,"Episode_MFF_adjusted"
"RJ7","ST GEORGE'S HEALTHCARE NHS TRUST","CHS",88.4,"Episode_MFF_adjusted"
"RJ8","CORNWALL PARTNERSHIP NHS FOUNDATION TRUST","CHS",119.49,"Episode_MFF_adjusted"
"RJC","SOUTH WARWICKSHIRE NHS FOUNDATION TRUST","CHS",111.57,"Episode_MFF_adjusted"
"RJE","UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST","CHS",98.66,"Episode_MFF_adjusted"
"RJF","BURTON HOSPITALS NHS FOUNDATION TRUST","CHS",91.64,"Episode_MFF_adjusted"
"RJL","NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST","CHS",74.29,"Episode_MFF_adjusted"
"RJN","EAST CHESHIRE NHS TRUST","CHS",107.85,"Episode_MFF_adjusted"
